Code,Category,Group,Activity Name,Arabic Name,Third Party,When,Notes
7310.02,Media,731,Conducting marketing campaigns and other advertising services aimed at attracting and retaining customers:• Promotion of products• Point-of-sale marketing• Direct mail advertising• Marketing consulting,"القيام بحملات تسويقية وغيرها من خدمات الإعلان التي تهدف إلى اجتذاب الزبائن والاحتفاظ بهم: 
• الترويج للمنتجات
• التسويق عن طريق نقاط البيع
• الإعلان المباشر بالبريد
• الخبرة الاستشارية في مجال التسويق",UAE Media Council,POST,
7310.11,Media,731,Digital marketing,التسويق الرقمي,N/A,N/A,
7310.12,Media,731,Public relations consultancy,إستشارات العلاقات العامة,N/A,N/A,
7310.13,Media,731,Publications of brochures & leaflets,نشر الكتيبات و أوراق الإعلانات,N/A,N/A,
7310.14,Media,731,Online Marketing Services,خدمات التسويق الإلكتروني,N/A,N/A,
7310.15,Media,731,Direct marketing,التسويق المباشر,N/A,N/A,
7310.16,Media,731,Social media services,خدمات الإعلام الإجتماعي,N/A,N/A,
7310.17,Media,731,Sales promotion,ترويج المبيعات,N/A,N/A,
7310.18,Media,731,Online advertising,الإعلان عبر الإنترنت,N/A,N/A,
7310.19,Media,731,Publicity,الدعاية,N/A,N/A,
7310.2,Media,731,Digital media management,إدارة الإعلام الرقمي,N/A,N/A,
7310.21,Media,731,Social media consultancy,إستشارات وسائط التواصل الاجتماعي,N/A,N/A,
7310.86,Media,731,Marketing for products and services via telephone,التسويق للمنتجات والخدمات عبر الهاتف,N/A,N/A,
7310.90,Media,731,Distribution of advertising materials &amp; samples,توزيع المواد الإعلانية والعينات,N/A,N/A,
7315,Media,731,Marketing festivals and art events,تسويق المهرجانات و الأحداث الفنية,N/A,N/A,
7316,Media,731,Sports Events Marketing,تسويق الفعاليات الرياضية,N/A,N/A,
7317,Media,731,Advertising Agency,وكالة إعلان,N/A,N/A,
7320,Media,732,Market research and public opinion polling,أبحاث السوق واستطلاعات الرأي,N/A,N/A,
7320.01,Media,732,"Investigation into market potential, acceptance and familiarity of products and buying habits of consumers for the purpose of sales promotion and development of new products, including statistical analyses of the results",بحث إمكانات السوق ومدى قبول المنتجات والمعرفة بها وعادات المستهلكين فيما يتعلق بالشراء، وذلك بغرض تنشيط المبيعات وتطوير منتجات جديدة، ويشمل ذلك التحليلات الإحصائية للنتائج,N/A,N/A,
7320.02,Media,732,"Investigation into collective opinions of the public about political, economic and social issues and statistical analysis thereof",استطلاع الآراء الجماعية للجمهور حول المسائل السياسية والاقتصادية والاجتماعية، و تحليل النتائج إحصائيا,N/A,N/A,
7320.11,Media,732,Specialty communication & PR,الإتصال الخاص و العلاقات العامة,N/A,N/A,
7320.12,Media,732,Media representation,التمثيل الإعلامي,N/A,N/A,
7320.13,Media,732,Media monitoring,رصد وسائط الإعلام,N/A,N/A,
7320.14,Media,732,Media consultancy:• Broadcasting• Press• News• TV & Radio• Production• Post-Production,"استشارات إعلامية: 
• البث
• الصحافة
• الأخبار
• الإذاعة والتلفزيون
• الإنتاج
• ما بعد الإنتاج",N/A,N/A,
7320.15,Media,732,Communication consultancy,استشارات الإتصال,N/A,N/A,
7325,Media,732,Mass Media Engineering Consultancy,استشارات هندسة وسائط الإعلام,N/A,N/A,
7326,Media,732,Consultancy and Studies and Researches in Literature and Arts,استشارات وأبحاث ودراسات الأدب والفنون,N/A,N/A,
7331,Media,733,Consulting and advertising studies,إستشارات ودراسات الإعلان,N/A,N/A,
7332,Media,733,Branding and Corporate Identity,تكوين العلامة التجارية والهوية المؤسسية,N/A,N/A,
7333,Media,733,Content Rights Management,إدارة حقوق المحتوى,N/A,N/A,
7334,Media,733,Corporate Content Provider,مزود المحتوى المؤسسي,N/A,N/A,
7335,Media,733,Interactive Services,الخدمات التفاعلية,N/A,N/A,
7410,Media,741,Specialized design activities,أنشطة التصميم المتخصصة,N/A,N/A,
7410.01,Media,741,"Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other interior decoration and other fashion goods as well as other personal or household goods",تصميم الأزياء المتصل بالمنسوجات والملبوسات والأحذية والمجوهرات والأثاث والديكور الداخلي وغير ذلك من سلع الموضة، وكذلك السلع الشخصية والمنزلية,N/A,N/A,
7410.02,Media,741,"Industrial design, i.e. creating and developing designs and specifications that optimize the use, value and appearance of products, including the determination of the materials, construction, mechanism, shape, colour and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal and efficiency in production, distribution, use and maintenance",التصميم الصناعي، أي ابتكار وتطوير تصميمات ومواصفات تعظم من استعمالات المنتَج وقيمته ومظهره، بما في ذلك تحديد المواد والبنية والأليات والشكل واللون والملمس، مع مراعاة اعتبارات الخصائص والحاجات الإنسانية، والسلامة، والجاذبية السوقية، والكفاءة في الإنتاج والتوزيع والاستعمال والصيانة,N/A,N/A,
7410.03,Media,741,Activities of graphic designers,أنشطة مصممي الرسومات,N/A,N/A,
7410.04,Media,741,Activities of interior decorators,أنشطة أخصائيي الديكورات الداخلية,N/A,N/A,
7410.06,Media,741,Visual merchandising services,خدمات التسويق البصري,N/A,N/A,
7410.97,Media,741,Jewellery designing,تصميم المجوهرات,N/A,N/A,
7415,Media,741,Production models by the three-dimensional imaging,إنتاج النماذج ثلاثية الأبعاد,N/A,N/A,
7416,Media,741,Holograms production,إنتاج الصور المجسمة,N/A,N/A,
7420,Media,742,Photographic activities,أنشطة التصوير,N/A,N/A,
7420.01,Media,742,"Commercial and consumer photograph production:• Portrait photography for passports, schools, weddings etc.• Photography for commercials, publishers, fashion, real estate or tourism purposes• Aerial photography• Videotaping of events: weddings, meetings etc.","إنتاج الصور الفوتوغرافية التجارية والاستهلاكية: 
• تصوير الأشخاص من أجل جوازات السفر أو المدارس أو حفلات الزفاف، إلخ. 
• التصوير لأغراض الإعلانات التجارية والنشر والأزياء والأغراض العقارية أو السياحية. 
• التصوير الجوي. 
• تسجيل المناسبات على شرائط الفيديو: حفلات الزفاف والاجتماعات، إلخ.",N/A,N/A,
